name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
paul h,1,0.0,en,seriously do not may seem like it will fine will not customer service unreachable minimal staff airport find traveling mendoza ba delay flight without update notification fly we eze instead aep without even email notification horrible airline take aerolínea argentina instead want arrive correct airport time,-0.7587,Negative,-1.0,Negative
paula a,4,0.0,es,comfortable flight first time travel family low cost flight seem good quality attention staff plane fulfillment schedule leave palomar thing thing small amount agent many person sit floor flight thing polorce additional cost boarding service since lowcost include much variety perfect 2 hour,0.8225,Positive,0.5,Positive
paula b,1,0.0,es,shameful scam although price accessible relation aerolinea Argentina batato pay expensive reschedule first trip three time return one tell we airport reprogramming flight usual practice fourth company fly row seat sit unbalanced floor decontract wave treat passenger secondary study trip impossible know time leave time arrive travel unscrupulous,-0.7003,Negative,-1.0,Negative
paula c,5,0.0,es,10 flight flight leave palomar aeroparque load tripadvisor system airport super small flight really good masence flybondi staff super attentive comfortable uniform sight walk shoe quality difference traditional line flight pleasant trip valkiria sell scratch award buy drink food reasonable accessible price also merchandising line normal take landing would undoubtedly travel,0.9678,Positive,0.5,Positive
paula d,1,0.0,es,today pay little never travel company buy flight aeroparque never tell decide change ezeiza offer help person check first tell cancel flight leave 11 day disaster never fly company,-0.6124,Negative,-1.0,Negative
paula daher,1,0.0079505129050398,es,true disaster overbook 10 hour delay without warning change schedule 4 time exit last time without prior notice receive kind amazing much less minimum apology end go 10 hour time flight must thank could go many person wereit leave plane airline make overbooking sell passage plane capacity lord buy seat ensure little place inside plane poor employee make nice plane sing happy birthday funny touch ridiculous cover disaster company tin tin light rinconcito,0.8465,Positive,-1.0,Negative
paula franco,1,0.0141557912699489,es,total disaster meet condition passage reprogram cancel unscrupulous flight let leave country overwhelm person outrageous,-0.875,Negative,-1.0,Negative
paula g,1,0.0,es,great scam live airline big scam ever live cancellation delay whole day flight recur normal one absolutely one take care respond company person sleep queue someone solution family can not return home day person can not go work never buy ticket airline complete absolute disaster good advice give cancel flight come night warning email noon always warn nobody respond phone nobody attend resolve impossible make change website chaos go airport demand solution make long tail three hour late worker appear offer we single flight night next day one day destination transfer we hotel next day delay flight one day two night iguazú airport flight leave lot delay right never experience something shameful little respect airline customer,-0.6706,Negative,-1.0,Negative
paula mariana l,1,0.0,es,avoid travel airline flight originally 10 reschedule day travel 1 20 p arrive airport 10 30 warn we flight leave 8 00 p wait without prior notice know day flybondi supervisor tell we lose day plan long weekend responsibility add risk person mobility problem stay day airport without compensation answer mandá email late response email apologize top flight end delay leave much one hour waiting hall enter plane ship pass horrible service lack responsibility professionalism try avoid bad time something fail happen day trip disaster totally ruin stay,-0.9859,Negative,-1.0,Negative
paula p,1,0.0,en,much plastic packaging flight ok snack awful process food much single use plastic airline need boycot travel company become free single use plastic,0.3612,Positive,-1.0,Negative
paula rios,5,0.0416917140142333,es,excellent run cor salt rescue lot meet starting schedule excellent super recommend company,0.9524,Positive,1.0,Positive
paula savariano,5,0.0029087242335511,es,love flybondi,0.6369,Positive,1.0,Positive
paula tabbia,3,0.0,es,good service unpuncture first leg return 1 hour delay exit flight service good everything charge since low cost price snack relatively normal pull high,0.34,Positive,0.5,Positive
paulina c,1,0.0,en,bad airline fly world 2 flight book 2 horrible experience outbound flight change airport 10 hour delay airport bunch kid stand around cellphone visible personal usage type management airport line let 30 person individual traveler entire group cut front we ask say flight leave early say wait line come early attendant say argentinian way basically come airport 45 minute flight wait line behind person respectful enough follow travel guideline mention attendant shockingly agree airport flight delay due weather announcement 3 hour delay go ask delay word mouth report remain traveler flight 2 receive notification flight delay 11 55 counter say flight delay 2 35 website moment show 11 55 teenager say website wrong refuse check we clearly ownership management airline customer service basis care passenger fly come experience traveler,-0.9403,Negative,-1.0,Negative
paullissauer,5,0.0,nl,nice flight great do 2 domestic flight argentina flybondi delay 1st flight report already plane start read review shocked see we 12 hour without food drink bad although half hour could oversee go short particularly friendly helpful land air staff great plane smooth checkin little overweight make point except one delay nothing wrong far recommend especially term price,0.9295,Positive,0.5,Positive
paulo p,1,0.0,pt,bad airline flybondi bad flight company exist bad customer service several problem put overbooking flight 9 change 12 30 yet flight delay one hour lose flight 16 40 nothing absolutely nothing help we risk life airline,-0.9354,Negative,-1.0,Negative
